"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
1124,"Jefes de sección de instituciones públicas y empresas privadas","3505227.40","C",124,"SCS"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4295256.20","C",19,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","831680.00","C",41,"SCS"
2226,"Enfermeros profesionales","2358387.60","C",76,"SCS"
7125,"Encargado de Mantenimiento de Edificios","714630.00","C",3,"SCS"
3226,"Auxiliares de enfermería","629202.00","C",15,"SCS"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","6657477.35","C",185,"SA"
5132,"Ayudantes de enfermería","841842.00","C",39,"SA"
7125,"Encargado de Mantenimiento de Edificios","381693.00","C",16,"SA"
2221,"Médicos generales y especialistas","3254537.20","C",55,"SCS"
2222,"Odontólogos","3707028.00","C",9,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3380279.15","C",42,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3729988.10","C",112,"SCS"
2227,"Médico Especialista","6567073.09","C",27,"SA"
2227,"Médico Especialista","3854865.10","C",59,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3825648.80","C",1,"SA"
3226,"Auxiliares de enfermería","1036836.30","C",28,"SCS"
9152,"Guardianes y porteros ","1352213.78","C",16,"SA"
2226,"Enfermeros profesionales","2011952.70","C",2,"SA"
3419,"Otros técnicos en administración y en economía","1076026.00","C",8,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1111489.30","C",66,"SA"
9152,"Guardianes y porteros ","751140.00","C",21,"SA"
9155,"Ayudante de cocina","539000.00","C",54,"SA"
2222,"Odontólogos","3294251.20","C",7,"SA"
9155,"Ayudante de cocina","611402.65","C",25,"SCS"
2226,"Enfermeros profesionales","5794592.40","C",326,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4221112.40","C",4,"SCS"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3538601.00","C",101,"SCS"
2449,"Otros profesionales en ciencias sociales","1816443.20","C",15,"IC"
2226,"Enfermeros profesionales","2063411.80","C",2,"SCS"
7125,"Encargado de Mantenimiento de Edificios","774396.00","C",6,"SCS"
7125,"Encargado de Mantenimiento de Edificios","865292.90","C",38,"SA"
4131,"Empleados de control de abastecimiento e inventario","1275928.75","C",88,"SA"
5132,"Ayudantes de enfermería","1545741.25","C",194,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","790026.65","C",12,"SA"
7125,"Encargado de Mantenimiento de Edificios","775378.90","C",8,"SA"
9152,"Guardianes y porteros ","781137.70","C",84,"SA"
9331,"Conductores de vehículos accionados a pedal o a brazo","219446.16","C",7,"SA"
5132,"Ayudantes de enfermería","636519.23","C",16,"SA"
7125,"Encargado de Mantenimiento de Edificios","947126.00","C",38,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4305852.10","C",11,"SCS"
2221,"Médicos generales y especialistas","3576247.50","C",2,"SCS"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","688551.23","C",3,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8994167.77","C",280,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","922478.80","C",9,"SA"
2449,"Otros profesionales en ciencias sociales","2072229.00","C",5,"SCS"
2411,"Contadores públicos y auditores","2121501.00","C",9,"SCS"
2227,"Médico Especialista","6646077.85","C",19,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","473857.10","C",14,"SA"
2227,"Médico Especialista","3663104.30","C",1,"SA"
3139,"Otros técnicos en informática","636567.85","C",54,"SA"
3229,"Otros técnicos de las ciencias de la salud","1448094.71","C",4,"SA"
7125,"Encargado de Mantenimiento de Edificios","556529.05","C",24,"SA"
2226,"Enfermeros profesionales","444409.40","C",75,"SA"
4149,"Oficinista","782070.00","C",14,"SCS"
2227,"Médico Especialista","1719292.70","C",19,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","9406765.39","C",74,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4147046.20","C",29,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","905377.70","C",189,"SCS"
2227,"Médico Especialista","3912231.30","C",51,"SCS"
9155,"Ayudante de cocina","812350.00","C",33,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8174318.36","C",10,"SA"
7125,"Encargado de Mantenimiento de Edificios","785380.00","C",55,"SCS"
7125,"Encargado de Mantenimiento de Edificios","999056.00","C",10,"SCS"
7125,"Encargado de Mantenimiento de Edificios","892656.40","C",290,"SA"
5132,"Ayudantes de enfermería","886185.00","C",60,"SA"
3229,"Otros técnicos de las ciencias de la salud","1076016.00","C",8,"SCS"
2411,"Contadores públicos y auditores","1108946.00","C",13,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3893375.50","C",12,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1200377.75","C",54,"SA"
3412,"Técnicos y asistentes en recursos humanos","722159.25","C",6,"SA"
3229,"Otros técnicos de las ciencias de la salud","1303827.20","C",34,"SA"
9152,"Guardianes y porteros ","983068.50","C",5,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","445950.36","C",24,"SA"
7125,"Encargado de Mantenimiento de Edificios","944810.00","C",91,"SCS"
2449,"Otros profesionales en ciencias sociales","1876369.50","C",103,"SCS"
2227,"Médico Especialista","4924022.65","C",29,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","227891.52","C",31,"SA"
2411,"Contadores públicos y auditores","1108896.00","C",29,"SCS"
2449,"Otros profesionales en ciencias sociales","1057784.50","C",2,"SCS"
2227,"Médico Especialista","7327814.70","C",21,"SA"
3229,"Otros técnicos de las ciencias de la salud","1032920.00","C",19,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1014661.15","C",239,"SA"
5132,"Ayudantes de enfermería","1588388.10","C",167,"SA"
2226,"Enfermeros profesionales","2214012.30","C",96,"SA"
5132,"Ayudantes de enfermería","1325863.30","C",46,"SA"
3122,"Técnicos y asistentes en estadística y demografía","152653.95","C",217,"SA"
2227,"Médico Especialista","2091637.50","C",9,"SCS"
2227,"Médico Especialista","7259110.00","C",239,"SA"
2222,"Odontólogos","3095676.10","C",10,"SCS"
7125,"Encargado de Mantenimiento de Edificios","806389.38","C",14,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1180917.45","C",134,"SCS"
3229,"Otros técnicos de las ciencias de la salud","960500.00","C",32,"SA"
3226,"Auxiliares de enfermería","1103983.70","C",78,"SA"
2222,"Odontólogos","3678873.80","C",49,"SA"
2227,"Médico Especialista","5831713.70","C",110,"SA"
3226,"Auxiliares de enfermería","704151.70","C",36,"SA"
3226,"Auxiliares de enfermería","1280822.35","C",16,"SA"
2449,"Otros profesionales en ciencias sociales","1459544.50","C",28,"SA"
3419,"Otros técnicos en administración y en economía","2101667.25","C",30,"SA"
3122,"Técnicos y asistentes en estadística y demografía","976866.00","C",45,"SA"
3122,"Técnicos y asistentes en estadística y demografía","337260.00","C",86,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","811071.70","C",16,"SA"
5132,"Ayudantes de enfermería","662340.00","C",4,"SCS"
2227,"Médico Especialista","5288629.87","C",94,"SA"
3122,"Técnicos y asistentes en estadística y demografía","894981.30","C",11,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4210534.29","C",39,"SA"
2221,"Médicos generales y especialistas","3650286.66","C",1,"SA"
4223,"Telefonistas","1346160.95","C",61,"SA"
3226,"Auxiliares de enfermería","1030665.49","C",9,"SA"
9152,"Guardianes y porteros ","1129098.68","C",25,"SA"
2227,"Médico Especialista","3227658.80","C",27,"SCS"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4227757.00","C",58,"OC"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2495259.00","C",5,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1189991.70","C",54,"SCS"
7125,"Encargado de Mantenimiento de Edificios","740809.60","C",42,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3997523.00","C",59,"SCS"
3226,"Auxiliares de enfermería","1570656.44","C",15,"SA"
2227,"Médico Especialista","6872057.50","C",49,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1108490.00","C",141,"SA"
7125,"Encargado de Mantenimiento de Edificios","686290.00","C",12,"SCS"
3189,"Otros supervisores de personal","890182.70","C",46,"SA"
3139,"Otros técnicos en informática","1113052.70","C",68,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","808920.00","C",4,"SCS"
3226,"Auxiliares de enfermería","13501.00","C",8,"SA"
5132,"Ayudantes de enfermería","875671.00","C",156,"SA"
2227,"Médico Especialista","2972766.70","C",13,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1265808.20","C",88,"SA"
9155,"Ayudante de cocina","982833.65","C",88,"SA"
3226,"Auxiliares de enfermería","1047725.20","C",41,"SCS"
7125,"Encargado de Mantenimiento de Edificios","1022916.82","C",98,"SA"
5132,"Ayudantes de enfermería","877760.00","C",7,"SCS"
2411,"Contadores públicos y auditores","2147499.00","C",1,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1138327.70","C",75,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1595071.70","C",27,"SA"
2227,"Médico Especialista","4271431.50","C",10,"SCS"
1124,"Jefes de sección de instituciones públicas y empresas privadas","2244707.00","C",47,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2010561.00","C",8,"SA"
3226,"Auxiliares de enfermería","868476.00","C",36,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1113800.00","C",2,"SCS"
7125,"Encargado de Mantenimiento de Edificios","576845.35","C",41,"SA"
3229,"Otros técnicos de las ciencias de la salud","1061910.00","C",11,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2341806.90","C",1,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2484842.00","C",10,"SA"
2222,"Odontólogos","3625206.60","C",15,"SCS"
3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","994626.00","C",4,"SA"
2449,"Otros profesionales en ciencias sociales","2173598.95","C",33,"SA"
4112,"Secretarios","894240.00","C",2,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1053280.00","C",13,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1104346.00","C",75,"SCS"
7125,"Encargado de Mantenimiento de Edificios","727545.00","C",5,"SA"
5132,"Ayudantes de enfermería","1099845.20","C",462,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","697671.70","C",106,"SA"
5132,"Ayudantes de enfermería","954165.57","C",233,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1793219.50","C",41,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1078634.70","C",18,"SA"
2221,"Médicos generales y especialistas","2685304.60","C",10,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4627584.90","C",25,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","1141760.00","C",23,"SCS"
2449,"Otros profesionales en ciencias sociales","1784800.50","C",14,"SCS"
2226,"Enfermeros profesionales","3222412.85","C",57,"SA"
7125,"Encargado de Mantenimiento de Edificios","1038955.05","C",6,"SA"
2226,"Enfermeros profesionales","3187185.32","C",31,"SA"
2449,"Otros profesionales en ciencias sociales","1525761.00","C",5,"SCS"
2226,"Enfermeros profesionales","4153597.20","C",4,"SA"
3226,"Auxiliares de enfermería","1023109.68","C",365,"SA"
9152,"Guardianes y porteros ","677845.00","C",34,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2886665.00","C",7,"SCS"
2224,"Farmacéuticos","3720342.60","C",4,"SCS"
4131,"Empleados de control de abastecimiento e inventario","889530.00","C",75,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","892955.00","C",19,"SCS"
2449,"Otros profesionales en ciencias sociales","1901439.00","C",23,"SA"
4211,"Cajeros","898549.73","C",51,"SA"
2227,"Médico Especialista","2915119.70","C",54,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","46786.56","C",70,"IC"
3412,"Técnicos y asistentes en recursos humanos","682169.45","C",13,"SA"
5132,"Ayudantes de enfermería","1088417.80","C",45,"SA"
9152,"Guardianes y porteros ","1081912.89","C",13,"SA"
2226,"Enfermeros profesionales","2390356.20","C",24,"SA"
2449,"Otros profesionales en ciencias sociales","2023942.00","C",174,"SCS"
5132,"Ayudantes de enfermería","913625.35","C",43,"SA"
5132,"Ayudantes de enfermería","1289160.30","C",492,"SA"
9152,"Guardianes y porteros ","842125.00","C",42,"SA"
2226,"Enfermeros profesionales","2226864.50","C",34,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","963256.70","C",72,"SA"
2449,"Otros profesionales en ciencias sociales","2023924.00","C",2,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","777730.55","C",9,"SCS"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","1952704.46","C",20,"SA"
5132,"Ayudantes de enfermería","929756.00","C",24,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","572931.70","C",80,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","432992.30","C",31,"SA"
3229,"Otros técnicos de las ciencias de la salud","1658085.93","C",12,"SA"
2226,"Enfermeros profesionales","3632969.50","C",339,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","850232.70","C",9,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2038732.50","C",1,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1053406.00","C",29,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1486480.24","C",37,"SA"
5132,"Ayudantes de enfermería","1053902.06","C",93,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","890411.45","C",1,"SA"
2222,"Odontólogos","3999738.90","C",25,"SCS"
